date,hour,birth_year,sex,province,city,fp_num
2020-01-15,13,20,female,Seoul,Gangnam-gu,113100
2020-01-15,13,20,male,Seoul,Gangnam-gu,74920
2020-01-15,13,20,female,Seoul,Gangseo-gu,35240
2020-01-15,13,20,male,Seoul,Gangseo-gu,34580
2020-01-15,13,20,female,Seoul,Geumcheon-gu,23000
2020-01-15,13,20,male,Seoul,Geumcheon-gu,23390
2020-01-15,13,20,female,Seoul,Guro-gu,27790
2020-01-15,13,20,male,Seoul,Guro-gu,27920
2020-01-15,13,20,female,Seoul,Gwanak-gu,30790
2020-01-15,13,20,male,Seoul,Gwanak-gu,37170
2020-01-15,13,20,female,Seoul,Gwangjin-gu,26140
2020-01-15,13,20,male,Seoul,Gwangjin-gu,28360
2020-01-15,13,20,female,Seoul,Jongno-gu,40850
2020-01-15,13,20,male,Seoul,Jongno-gu,29840
2020-01-15,13,20,female,Seoul,Jung-gu,44220
2020-01-15,13,20,male,Seoul,Jung-gu,29650
2020-01-15,13,20,female,Seoul,Jungnang-gu,17160
2020-01-15,13,20,male,Seoul,Jungnang-gu,18900
2020-01-15,13,20,female,Seoul,Mapo-gu,47600
2020-01-15,13,20,male,Seoul,Mapo-gu,35770
2020-01-15,13,20,female,Seoul,Nowon-gu,30810
2020-01-15,13,20,male,Seoul,Nowon-gu,34510
2020-01-15,13,20,female,Seoul,Seocho-gu,63420
2020-01-15,13,20,male,Seoul,Seocho-gu,45340
2020-01-15,13,20,female,Seoul,Seodaemun-gu,35830
2020-01-15,13,20,male,Seoul,Seodaemun-gu,27040
2020-01-15,13,20,female,Seoul,Seongbuk-gu,29480
2020-01-15,13,20,male,Seoul,Seongbuk-gu,29160
2020-01-15,13,20,female,Seoul,Seongdong-gu,26580
2020-01-15,13,20,male,Seoul,Seongdong-gu,27070
2020-01-15,13,20,female,Seoul,Songpa-gu,48630
2020-01-15,13,20,male,Seoul,Songpa-gu,45280
2020-01-15,13,20,female,Seoul,Yangcheon-gu,21800
2020-01-15,13,20,male,Seoul,Yangcheon-gu,24300
2020-01-15,13,20,female,Seoul,Yeongdeungpo-gu,42420
2020-01-15,13,20,male,Seoul,Yeongdeungpo-gu,36510
2020-01-15,13,20,female,Seoul,Yongsan-gu,23820
2020-01-15,13,20,male,Seoul,Yongsan-gu,19380
2020-01-15,14,20,female,Seoul,Dobong-gu,13940
2020-01-15,14,20,male,Seoul,Dobong-gu,15350
2020-01-15,14,20,female,Seoul,Dongdaemun-gu,25230
2020-01-15,14,20,male,Seoul,Dongdaemun-gu,26840
2020-01-15,14,20,female,Seoul,Dongjag-gu,29750
2020-01-15,14,20,male,Seoul,Dongjag-gu,32540
2020-01-15,14,20,female,Seoul,Eunpyeong-gu,19090
2020-01-15,14,20,male,Seoul,Eunpyeong-gu,19990
2020-01-15,14,20,female,Seoul,Gangbuk-gu,13790
2020-01-15,14,20,male,Seoul,Gangbuk-gu,15030
2020-01-15,14,20,female,Seoul,Gangdong-gu,22500
2020-01-15,14,20,male,Seoul,Gangdong-gu,24220
2020-01-15,14,20,female,Seoul,Gangnam-gu,114990
2020-01-15,14,20,male,Seoul,Gangnam-gu,76010
2020-01-15,14,20,female,Seoul,Gangseo-gu,34880
2020-01-15,14,20,male,Seoul,Gangseo-gu,34510
2020-01-15,14,20,female,Seoul,Geumcheon-gu,22710
2020-01-15,14,20,male,Seoul,Geumcheon-gu,23370
2020-01-15,14,20,female,Seoul,Guro-gu,27530
2020-01-15,14,20,male,Seoul,Guro-gu,27700
2020-01-15,14,20,female,Seoul,Gwanak-gu,30500
2020-01-15,14,20,male,Seoul,Gwanak-gu,37360
2020-01-15,14,20,female,Seoul,Gwangjin-gu,26300
2020-01-15,14,20,male,Seoul,Gwangjin-gu,28220
2020-01-15,14,20,female,Seoul,Jongno-gu,41750
2020-01-15,14,20,male,Seoul,Jongno-gu,30260
2020-01-15,14,20,female,Seoul,Jung-gu,44510
2020-01-15,14,20,male,Seoul,Jung-gu,30210
2020-01-15,14,20,female,Seoul,Jungnang-gu,16950
2020-01-15,14,20,male,Seoul,Jungnang-gu,18590
2020-01-15,14,20,female,Seoul,Mapo-gu,49440
2020-01-15,14,20,male,Seoul,Mapo-gu,36900
2020-01-15,14,20,female,Seoul,Nowon-gu,30690
2020-01-15,14,20,male,Seoul,Nowon-gu,34450
2020-01-15,14,20,female,Seoul,Seocho-gu,64090
2020-01-15,14,20,male,Seoul,Seocho-gu,45110
2020-01-15,14,20,female,Seoul,Seodaemun-gu,35270
2020-01-15,14,20,male,Seoul,Seodaemun-gu,26960
2020-01-15,14,20,female,Seoul,Seongbuk-gu,29290
2020-01-15,14,20,male,Seoul,Seongbuk-gu,29160
2020-01-15,14,20,female,Seoul,Seongdong-gu,26430
2020-01-15,14,20,male,Seoul,Seongdong-gu,26790
2020-01-15,14,20,female,Seoul,Songpa-gu,48810
2020-01-15,14,20,male,Seoul,Songpa-gu,45550
2020-01-15,14,20,female,Seoul,Yangcheon-gu,21590
2020-01-15,14,20,male,Seoul,Yangcheon-gu,24140
2020-01-15,14,20,female,Seoul,Yeongdeungpo-gu,42430
2020-01-15,14,20,male,Seoul,Yeongdeungpo-gu,36310
2020-01-15,14,20,female,Seoul,Yongsan-gu,24550
2020-01-15,14,20,male,Seoul,Yongsan-gu,19740
2020-01-15,15,20,female,Seoul,Dobong-gu,13850
2020-01-15,15,20,male,Seoul,Dobong-gu,15240
2020-01-15,15,20,female,Seoul,Dongdaemun-gu,25160
2020-01-15,15,20,male,Seoul,Dongdaemun-gu,26930
2020-01-15,15,20,female,Seoul,Dongjag-gu,29910
2020-01-15,15,20,male,Seoul,Dongjag-gu,32840
2020-01-15,15,20,female,Seoul,Eunpyeong-gu,18950
2020-01-15,15,20,male,Seoul,Eunpyeong-gu,19990
2020-01-15,15,20,female,Seoul,Gangbuk-gu,13920
2020-01-15,15,20,male,Seoul,Gangbuk-gu,15340
2020-01-15,15,20,female,Seoul,Gangdong-gu,22130
2020-01-15,15,20,male,Seoul,Gangdong-gu,24010
2020-01-15,15,20,female,Seoul,Gangnam-gu,115710
2020-01-15,15,20,male,Seoul,Gangnam-gu,76550
2020-01-15,15,20,female,Seoul,Gangseo-gu,34340
2020-01-15,15,20,male,Seoul,Gangseo-gu,34510
2020-01-15,15,20,female,Seoul,Geumcheon-gu,22780
2020-01-15,15,20,male,Seoul,Geumcheon-gu,23250
2020-01-15,15,20,female,Seoul,Guro-gu,27570
2020-01-15,15,20,male,Seoul,Guro-gu,27910
2020-01-15,15,20,female,Seoul,Gwanak-gu,30600
2020-01-15,15,20,male,Seoul,Gwanak-gu,36970
2020-01-15,15,20,female,Seoul,Gwangjin-gu,26410
2020-01-15,15,20,male,Seoul,Gwangjin-gu,28510
2020-01-15,15,20,female,Seoul,Jongno-gu,42490
2020-01-15,15,20,male,Seoul,Jongno-gu,30620
2020-01-15,15,20,female,Seoul,Jung-gu,44470
2020-01-15,15,20,male,Seoul,Jung-gu,29830
2020-01-15,15,20,female,Seoul,Jungnang-gu,16990
2020-01-15,15,20,male,Seoul,Jungnang-gu,18660
2020-01-15,15,20,female,Seoul,Mapo-gu,50610
2020-01-15,15,20,male,Seoul,Mapo-gu,37730
2020-01-15,15,20,female,Seoul,Nowon-gu,29980
2020-01-15,15,20,male,Seoul,Nowon-gu,34130
2020-01-15,15,20,female,Seoul,Seocho-gu,63510
2020-01-15,15,20,male,Seoul,Seocho-gu,44900
2020-01-15,15,20,female,Seoul,Seodaemun-gu,34560
2020-01-15,15,20,male,Seoul,Seodaemun-gu,26980
2020-01-15,15,20,female,Seoul,Seongbuk-gu,29480
2020-01-15,15,20,male,Seoul,Seongbuk-gu,29090
2020-01-15,15,20,female,Seoul,Seongdong-gu,26650
2020-01-15,15,20,male,Seoul,Seongdong-gu,26980
2020-01-15,15,20,female,Seoul,Songpa-gu,49660
2020-01-15,15,20,male,Seoul,Songpa-gu,46030
2020-01-15,15,20,female,Seoul,Yangcheon-gu,21650
2020-01-15,15,20,male,Seoul,Yangcheon-gu,24020
2020-01-15,15,20,female,Seoul,Yeongdeungpo-gu,42900
2020-01-15,15,20,male,Seoul,Yeongdeungpo-gu,36480
2020-01-15,15,20,female,Seoul,Yongsan-gu,24480
2020-01-15,15,20,male,Seoul,Yongsan-gu,19940
2020-01-15,16,20,female,Seoul,Dobong-gu,13720
2020-01-15,16,20,male,Seoul,Dobong-gu,15280
2020-01-15,16,20,female,Seoul,Dongdaemun-gu,24720
2020-01-15,16,20,male,Seoul,Dongdaemun-gu,26710
2020-01-15,16,20,female,Seoul,Dongjag-gu,30160
2020-01-15,16,20,male,Seoul,Dongjag-gu,32950
2020-01-15,16,20,female,Seoul,Eunpyeong-gu,19000
2020-01-15,16,20,male,Seoul,Eunpyeong-gu,20230
2020-01-15,16,20,female,Seoul,Gangbuk-gu,14250
2020-01-15,16,20,male,Seoul,Gangbuk-gu,15440
2020-01-15,16,20,female,Seoul,Gangdong-gu,22250
2020-01-15,16,20,male,Seoul,Gangdong-gu,24230
2020-01-15,16,20,female,Seoul,Gangnam-gu,114270
2020-01-15,16,20,male,Seoul,Gangnam-gu,76160
2020-01-15,16,20,female,Seoul,Gangseo-gu,34540
2020-01-15,16,20,male,Seoul,Gangseo-gu,34490
2020-01-15,16,20,female,Seoul,Geumcheon-gu,22610
2020-01-15,16,20,male,Seoul,Geumcheon-gu,23080
2020-01-15,16,20,female,Seoul,Guro-gu,27800
2020-01-15,16,20,male,Seoul,Guro-gu,28090
2020-01-15,16,20,female,Seoul,Gwanak-gu,30700
2020-01-15,16,20,male,Seoul,Gwanak-gu,37210
2020-01-15,16,20,female,Seoul,Gwangjin-gu,26980
2020-01-15,16,20,male,Seoul,Gwangjin-gu,28900
2020-01-15,16,20,female,Seoul,Jongno-gu,41380
2020-01-15,16,20,male,Seoul,Jongno-gu,30040
2020-01-15,16,20,female,Seoul,Jung-gu,43910
2020-01-15,16,20,male,Seoul,Jung-gu,29710
2020-01-15,16,20,female,Seoul,Jungnang-gu,17180
2020-01-15,16,20,male,Seoul,Jungnang-gu,18590
2020-01-15,16,20,female,Seoul,Mapo-gu,52940
2020-01-15,16,20,male,Seoul,Mapo-gu,38610
2020-01-15,16,20,female,Seoul,Nowon-gu,29680
2020-01-15,16,20,male,Seoul,Nowon-gu,34080
2020-01-15,16,20,female,Seoul,Seocho-gu,62630
2020-01-15,16,20,male,Seoul,Seocho-gu,44620
2020-01-15,16,20,female,Seoul,Seodaemun-gu,33540
2020-01-15,16,20,male,Seoul,Seodaemun-gu,26590
2020-01-15,16,20,female,Seoul,Seongbuk-gu,28700
2020-01-15,16,20,male,Seoul,Seongbuk-gu,28670
2020-01-15,16,20,female,Seoul,Seongdong-gu,27210
2020-01-15,16,20,male,Seoul,Seongdong-gu,27190
2020-01-15,16,20,female,Seoul,Songpa-gu,49970
2020-01-15,16,20,male,Seoul,Songpa-gu,46630
2020-01-15,16,20,female,Seoul,Yangcheon-gu,21650
2020-01-15,16,20,male,Seoul,Yangcheon-gu,24410
2020-01-15,16,20,female,Seoul,Yeongdeungpo-gu,42790
2020-01-15,16,20,male,Seoul,Yeongdeungpo-gu,36540
2020-01-15,16,20,female,Seoul,Yongsan-gu,24880
2020-01-15,16,20,male,Seoul,Yongsan-gu,20190
2020-01-15,17,20,female,Seoul,Dobong-gu,14010
2020-01-15,17,20,male,Seoul,Dobong-gu,15630
2020-01-15,17,20,female,Seoul,Dongdaemun-gu,24710
2020-01-15,17,20,male,Seoul,Dongdaemun-gu,27120
2020-01-15,17,20,female,Seoul,Dongjag-gu,30630
2020-01-15,17,20,male,Seoul,Dongjag-gu,33370
2020-01-15,17,20,female,Seoul,Eunpyeong-gu,19550
2020-01-15,17,20,male,Seoul,Eunpyeong-gu,20470
2020-01-15,17,20,female,Seoul,Gangbuk-gu,14570
2020-01-15,17,20,male,Seoul,Gangbuk-gu,15790
2020-01-15,17,20,female,Seoul,Gangdong-gu,22330
2020-01-15,17,20,male,Seoul,Gangdong-gu,24040
2020-01-15,17,20,female,Seoul,Gangnam-gu,110380
2020-01-15,17,20,male,Seoul,Gangnam-gu,74770
2020-01-15,17,20,female,Seoul,Gangseo-gu,34760
2020-01-15,17,20,male,Seoul,Gangseo-gu,34500
2020-01-15,17,20,female,Seoul,Geumcheon-gu,21990
2020-01-15,17,20,male,Seoul,Geumcheon-gu,23010
2020-01-15,17,20,female,Seoul,Guro-gu,28780
2020-01-15,17,20,male,Seoul,Guro-gu,28590
2020-01-15,17,20,female,Seoul,Gwanak-gu,31860
2020-01-15,17,20,male,Seoul,Gwanak-gu,38000
2020-01-15,17,20,female,Seoul,Gwangjin-gu,28850
2020-01-15,17,20,male,Seoul,Gwangjin-gu,29720
2020-01-15,17,20,female,Seoul,Jongno-gu,39060
2020-01-15,17,20,male,Seoul,Jongno-gu,29870
2020-01-15,17,20,female,Seoul,Jung-gu,41830
2020-01-15,17,20,male,Seoul,Jung-gu,29220
2020-01-15,17,20,female,Seoul,Jungnang-gu,17600
2020-01-15,17,20,male,Seoul,Jungnang-gu,18970
2020-01-15,17,20,female,Seoul,Mapo-gu,53700
2020-01-15,17,20,male,Seoul,Mapo-gu,39950
2020-01-15,17,20,female,Seoul,Nowon-gu,29340
2020-01-15,17,20,male,Seoul,Nowon-gu,33380
2020-01-15,17,20,female,Seoul,Seocho-gu,61000
2020-01-15,17,20,male,Seoul,Seocho-gu,44770
2020-01-15,17,20,female,Seoul,Seodaemun-gu,32890
2020-01-15,17,20,male,Seoul,Seodaemun-gu,26710
2020-01-15,17,20,female,Seoul,Seongbuk-gu,28400
2020-01-15,17,20,male,Seoul,Seongbuk-gu,28700
2020-01-15,17,20,female,Seoul,Seongdong-gu,27310
2020-01-15,17,20,male,Seoul,Seongdong-gu,27040
2020-01-15,17,20,female,Seoul,Songpa-gu,50260
2020-01-15,17,20,male,Seoul,Songpa-gu,47170
2020-01-15,17,20,female,Seoul,Yangcheon-gu,21940
2020-01-15,17,20,male,Seoul,Yangcheon-gu,24820
2020-01-15,17,20,female,Seoul,Yeongdeungpo-gu,42020
2020-01-15,17,20,male,Seoul,Yeongdeungpo-gu,35930
2020-01-15,17,20,female,Seoul,Yongsan-gu,25370
2020-01-15,17,20,male,Seoul,Yongsan-gu,20160
2020-01-15,18,20,female,Seoul,Dobong-gu,14720
2020-01-15,18,20,male,Seoul,Dobong-gu,16140
2020-01-15,18,20,female,Seoul,Dongdaemun-gu,25280
2020-01-15,18,20,male,Seoul,Dongdaemun-gu,27420
2020-01-15,18,20,female,Seoul,Dongjag-gu,33870
2020-01-15,18,20,male,Seoul,Dongjag-gu,35210
2020-01-15,18,20,female,Seoul,Eunpyeong-gu,21660
2020-01-15,18,20,male,Seoul,Eunpyeong-gu,22000
2020-01-15,18,20,female,Seoul,Gangbuk-gu,16030
2020-01-15,18,20,male,Seoul,Gangbuk-gu,16950
2020-01-15,18,20,female,Seoul,Gangdong-gu,23720
2020-01-15,18,20,male,Seoul,Gangdong-gu,25630
2020-01-15,18,20,female,Seoul,Gangnam-gu,94670
2020-01-15,18,20,male,Seoul,Gangnam-gu,68730
2020-01-15,18,20,female,Seoul,Gangseo-gu,35210
2020-01-15,18,20,male,Seoul,Gangseo-gu,34940
2020-01-15,18,20,female,Seoul,Geumcheon-gu,17840
2020-01-15,18,20,male,Seoul,Geumcheon-gu,19540
2020-01-15,18,20,female,Seoul,Guro-gu,30240
2020-01-15,18,20,male,Seoul,Guro-gu,29350
2020-01-15,18,20,female,Seoul,Gwanak-gu,36340
2020-01-15,18,20,male,Seoul,Gwanak-gu,40510
2020-01-15,18,20,female,Seoul,Gwangjin-gu,32590
2020-01-15,18,20,male,Seoul,Gwangjin-gu,32250
2020-01-15,18,20,female,Seoul,Jongno-gu,34990
2020-01-15,18,20,male,Seoul,Jongno-gu,27540
2020-01-15,18,20,female,Seoul,Jung-gu,32640
2020-01-15,18,20,male,Seoul,Jung-gu,24740
2020-01-15,18,20,female,Seoul,Jungnang-gu,19790
2020-01-15,18,20,male,Seoul,Jungnang-gu,20960
2020-01-15,18,20,female,Seoul,Mapo-gu,53060
2020-01-15,18,20,male,Seoul,Mapo-gu,40550
2020-01-15,18,20,female,Seoul,Nowon-gu,31280
2020-01-15,18,20,male,Seoul,Nowon-gu,34450
2020-01-15,18,20,female,Seoul,Seocho-gu,56950
2020-01-15,18,20,male,Seoul,Seocho-gu,43410
2020-01-15,18,20,female,Seoul,Seodaemun-gu,32510
2020-01-15,18,20,male,Seoul,Seodaemun-gu,27170
2020-01-15,18,20,female,Seoul,Seongbuk-gu,29310
2020-01-15,18,20,male,Seoul,Seongbuk-gu,29390
2020-01-15,18,20,female,Seoul,Seongdong-gu,26240
2020-01-15,18,20,male,Seoul,Seongdong-gu,25640
2020-01-15,18,20,female,Seoul,Songpa-gu,49440
2020-01-15,18,20,male,Seoul,Songpa-gu,46720
2020-01-15,18,20,female,Seoul,Yangcheon-gu,22740
2020-01-15,18,20,male,Seoul,Yangcheon-gu,25520
2020-01-15,18,20,female,Seoul,Yeongdeungpo-gu,37990
2020-01-15,18,20,male,Seoul,Yeongdeungpo-gu,34050
2020-01-15,18,20,female,Seoul,Yongsan-gu,25070
2020-01-15,18,20,male,Seoul,Yongsan-gu,20170
2020-01-15,19,20,female,Seoul,Dobong-gu,16130
2020-01-15,19,20,male,Seoul,Dobong-gu,17130
2020-01-15,19,20,female,Seoul,Dongdaemun-gu,25980
2020-01-15,19,20,male,Seoul,Dongdaemun-gu,27620
2020-01-15,19,20,female,Seoul,Dongjag-gu,33520
2020-01-15,19,20,male,Seoul,Dongjag-gu,34930
2020-01-15,19,20,female,Seoul,Eunpyeong-gu,23760
2020-01-15,19,20,male,Seoul,Eunpyeong-gu,23630
2020-01-15,19,20,female,Seoul,Gangbuk-gu,17330
2020-01-15,19,20,male,Seoul,Gangbuk-gu,18190
2020-01-15,19,20,female,Seoul,Gangdong-gu,25570
2020-01-15,19,20,male,Seoul,Gangdong-gu,26770
2020-01-15,19,20,female,Seoul,Gangnam-gu,80150
2020-01-15,19,20,male,Seoul,Gangnam-gu,62010
2020-01-15,19,20,female,Seoul,Gangseo-gu,36340
2020-01-15,19,20,male,Seoul,Gangseo-gu,35280
2020-01-15,19,20,female,Seoul,Geumcheon-gu,16010
2020-01-15,19,20,male,Seoul,Geumcheon-gu,17800
2020-01-15,19,20,female,Seoul,Guro-gu,27520
2020-01-15,19,20,male,Seoul,Guro-gu,27740
2020-01-15,19,20,female,Seoul,Gwanak-gu,40260
2020-01-15,19,20,male,Seoul,Gwanak-gu,43020
2020-01-15,19,20,female,Seoul,Gwangjin-gu,33600
2020-01-15,19,20,male,Seoul,Gwangjin-gu,32770
2020-01-15,19,20,female,Seoul,Jongno-gu,31560
2020-01-15,19,20,male,Seoul,Jongno-gu,25890
2020-01-15,19,20,female,Seoul,Jung-gu,25930
2020-01-15,19,20,male,Seoul,Jung-gu,21200
2020-01-15,19,20,female,Seoul,Jungnang-gu,21440
2020-01-15,19,20,male,Seoul,Jungnang-gu,21940
2020-01-15,19,20,female,Seoul,Mapo-gu,51740
2020-01-15,19,20,male,Seoul,Mapo-gu,39770
2020-01-15,19,20,female,Seoul,Nowon-gu,33280
2020-01-15,19,20,male,Seoul,Nowon-gu,36200
2020-01-15,19,20,female,Seoul,Seocho-gu,49230
2020-01-15,19,20,male,Seoul,Seocho-gu,38960
2020-01-15,19,20,female,Seoul,Seodaemun-gu,32060
2020-01-15,19,20,male,Seoul,Seodaemun-gu,27680
2020-01-15,19,20,female,Seoul,Seongbuk-gu,30240
2020-01-15,19,20,male,Seoul,Seongbuk-gu,29890
2020-01-15,19,20,female,Seoul,Seongdong-gu,23960
2020-01-15,19,20,male,Seoul,Seongdong-gu,24340
2020-01-15,19,20,female,Seoul,Songpa-gu,47980
2020-01-15,19,20,male,Seoul,Songpa-gu,46350
2020-01-15,19,20,female,Seoul,Yangcheon-gu,24060
2020-01-15,19,20,male,Seoul,Yangcheon-gu,26600
2020-01-15,19,20,female,Seoul,Yeongdeungpo-gu,35360
2020-01-15,19,20,male,Seoul,Yeongdeungpo-gu,32050
2020-01-15,19,20,female,Seoul,Yongsan-gu,22790
2020-01-15,19,20,male,Seoul,Yongsan-gu,18690
2020-01-15,20,20,female,Seoul,Dobong-gu,17170
2020-01-15,20,20,male,Seoul,Dobong-gu,18020
2020-01-15,20,20,female,Seoul,Dongdaemun-gu,26580
2020-01-15,20,20,male,Seoul,Dongdaemun-gu,27850
2020-01-15,20,20,female,Seoul,Dongjag-gu,33930
2020-01-15,20,20,male,Seoul,Dongjag-gu,34800
2020-01-15,20,20,female,Seoul,Eunpyeong-gu,25080
2020-01-15,20,20,male,Seoul,Eunpyeong-gu,24400
2020-01-15,20,20,female,Seoul,Gangbuk-gu,18160
2020-01-15,20,20,male,Seoul,Gangbuk-gu,18960
2020-01-15,20,20,female,Seoul,Gangdong-gu,25970
2020-01-15,20,20,male,Seoul,Gangdong-gu,27160
2020-01-15,20,20,female,Seoul,Gangnam-gu,71380
2020-01-15,20,20,male,Seoul,Gangnam-gu,57190
2020-01-15,20,20,female,Seoul,Gangseo-gu,37250
2020-01-15,20,20,male,Seoul,Gangseo-gu,36040
2020-01-15,20,20,female,Seoul,Geumcheon-gu,15780
2020-01-15,20,20,male,Seoul,Geumcheon-gu,17440
2020-01-15,20,20,female,Seoul,Guro-gu,27640
2020-01-15,20,20,male,Seoul,Guro-gu,27660
2020-01-15,20,20,female,Seoul,Gwanak-gu,42130
2020-01-15,20,20,male,Seoul,Gwanak-gu,44170
2020-01-15,20,20,female,Seoul,Gwangjin-gu,33730
2020-01-15,20,20,male,Seoul,Gwangjin-gu,32730
2020-01-15,20,20,female,Seoul,Jongno-gu,28330
2020-01-15,20,20,male,Seoul,Jongno-gu,24120
2020-01-15,20,20,female,Seoul,Jung-gu,22270
2020-01-15,20,20,male,Seoul,Jung-gu,18910
2020-01-15,20,20,female,Seoul,Jungnang-gu,22440
2020-01-15,20,20,male,Seoul,Jungnang-gu,22720
2020-01-15,20,20,female,Seoul,Mapo-gu,49050
2020-01-15,20,20,male,Seoul,Mapo-gu,38810
2020-01-15,20,20,female,Seoul,Nowon-gu,34150
2020-01-15,20,20,male,Seoul,Nowon-gu,36690
2020-01-15,20,20,female,Seoul,Seocho-gu,44570
2020-01-15,20,20,male,Seoul,Seocho-gu,36540
2020-01-15,20,20,female,Seoul,Seodaemun-gu,31520
2020-01-15,20,20,male,Seoul,Seodaemun-gu,27640
2020-01-15,20,20,female,Seoul,Seongbuk-gu,30910
2020-01-15,20,20,male,Seoul,Seongbuk-gu,30280
2020-01-15,20,20,female,Seoul,Seongdong-gu,23540
2020-01-15,20,20,male,Seoul,Seongdong-gu,24070
2020-01-15,20,20,female,Seoul,Songpa-gu,47240
2020-01-15,20,20,male,Seoul,Songpa-gu,46200
2020-01-15,20,20,female,Seoul,Yangcheon-gu,24850
2020-01-15,20,20,male,Seoul,Yangcheon-gu,27370
2020-01-15,20,20,female,Seoul,Yeongdeungpo-gu,33420
2020-01-15,20,20,male,Seoul,Yeongdeungpo-gu,30680
2020-01-15,20,20,female,Seoul,Yongsan-gu,21820
2020-01-15,20,20,male,Seoul,Yongsan-gu,18050
2020-01-15,21,20,female,Seoul,Dobong-gu,18290
2020-01-15,21,20,male,Seoul,Dobong-gu,18890
2020-01-15,21,20,female,Seoul,Dongdaemun-gu,27280
2020-01-15,21,20,male,Seoul,Dongdaemun-gu,28350
2020-01-15,21,20,female,Seoul,Dongjag-gu,34140
2020-01-15,21,20,male,Seoul,Dongjag-gu,34620
2020-01-15,21,20,female,Seoul,Eunpyeong-gu,26650
2020-01-15,21,20,male,Seoul,Eunpyeong-gu,25410
2020-01-15,21,20,female,Seoul,Gangbuk-gu,18880
2020-01-15,21,20,male,Seoul,Gangbuk-gu,19260
2020-01-15,21,20,female,Seoul,Gangdong-gu,26870
2020-01-15,21,20,male,Seoul,Gangdong-gu,27560
2020-01-15,21,20,female,Seoul,Gangnam-gu,61690
2020-01-15,21,20,male,Seoul,Gangnam-gu,52270
2020-01-15,21,20,female,Seoul,Gangseo-gu,38230
2020-01-15,21,20,male,Seoul,Gangseo-gu,36980
2020-01-15,21,20,female,Seoul,Geumcheon-gu,15700
2020-01-15,21,20,male,Seoul,Geumcheon-gu,17350
2020-01-15,21,20,female,Seoul,Guro-gu,28160
2020-01-15,21,20,male,Seoul,Guro-gu,27770
2020-01-15,21,20,female,Seoul,Gwanak-gu,44400
2020-01-15,21,20,male,Seoul,Gwanak-gu,45910
2020-01-15,21,20,female,Seoul,Gwangjin-gu,33850
2020-01-15,21,20,male,Seoul,Gwangjin-gu,32910
2020-01-15,21,20,female,Seoul,Jongno-gu,23740
2020-01-15,21,20,male,Seoul,Jongno-gu,21250
2020-01-15,21,20,female,Seoul,Jung-gu,19290
2020-01-15,21,20,male,Seoul,Jung-gu,16950
2020-01-15,21,20,female,Seoul,Jungnang-gu,23800
2020-01-15,21,20,male,Seoul,Jungnang-gu,23710
2020-01-15,21,20,female,Seoul,Mapo-gu,44590
2020-01-15,21,20,male,Seoul,Mapo-gu,36820
2020-01-15,21,20,female,Seoul,Nowon-gu,35110
2020-01-15,21,20,male,Seoul,Nowon-gu,37540
2020-01-15,21,20,female,Seoul,Seocho-gu,40880
2020-01-15,21,20,male,Seoul,Seocho-gu,34010
2020-01-15,21,20,female,Seoul,Seodaemun-gu,30500
2020-01-15,21,20,male,Seoul,Seodaemun-gu,27430
2020-01-15,21,20,female,Seoul,Seongbuk-gu,32220
2020-01-15,21,20,male,Seoul,Seongbuk-gu,31080
2020-01-15,21,20,female,Seoul,Seongdong-gu,22960
2020-01-15,21,20,male,Seoul,Seongdong-gu,23660
2020-01-15,21,20,female,Seoul,Songpa-gu,46150
2020-01-15,21,20,male,Seoul,Songpa-gu,45270
2020-01-15,21,20,female,Seoul,Yangcheon-gu,25860
2020-01-15,21,20,male,Seoul,Yangcheon-gu,27870
2020-01-15,21,20,female,Seoul,Yeongdeungpo-gu,32350
2020-01-15,21,20,male,Seoul,Yeongdeungpo-gu,30060
2020-01-15,21,20,female,Seoul,Yongsan-gu,20530
2020-01-15,21,20,male,Seoul,Yongsan-gu,17230
2020-01-15,22,20,female,Seoul,Dobong-gu,20090
2020-01-15,22,20,male,Seoul,Dobong-gu,20120
2020-01-15,22,20,female,Seoul,Dongdaemun-gu,28410
2020-01-15,22,20,male,Seoul,Dongdaemun-gu,29010
2020-01-15,22,20,female,Seoul,Dongjag-gu,34080
2020-01-15,22,20,male,Seoul,Dongjag-gu,34300
2020-01-15,22,20,female,Seoul,Eunpyeong-gu,28230
2020-01-15,22,20,male,Seoul,Eunpyeong-gu,26650
2020-01-15,22,20,female,Seoul,Gangbuk-gu,19960
2020-01-15,22,20,male,Seoul,Gangbuk-gu,20080
2020-01-15,22,20,female,Seoul,Gangdong-gu,28040
2020-01-15,22,20,male,Seoul,Gangdong-gu,28650
2020-01-15,22,20,female,Seoul,Gangnam-gu,50420
2020-01-15,22,20,male,Seoul,Gangnam-gu,45320
2020-01-15,22,20,female,Seoul,Gangseo-gu,38980
2020-01-15,22,20,male,Seoul,Gangseo-gu,37540
2020-01-15,22,20,female,Seoul,Geumcheon-gu,15950
2020-01-15,22,20,male,Seoul,Geumcheon-gu,17470
2020-01-15,22,20,female,Seoul,Guro-gu,28280
2020-01-15,22,20,male,Seoul,Guro-gu,27990
2020-01-15,22,20,female,Seoul,Gwanak-gu,46840
2020-01-15,22,20,male,Seoul,Gwanak-gu,47650
2020-01-15,22,20,female,Seoul,Gwangjin-gu,33750
2020-01-15,22,20,male,Seoul,Gwangjin-gu,32780
2020-01-15,22,20,female,Seoul,Jongno-gu,18270
